kegg_annotation_id	name	definition	pathway	module
K12533	rsaD	ATP-binding cassette, subfamily C, bacterial RsaD	ko02010  ABC transporters	M00327  S-Layer protein transport system
K12534	rsaE	membrane fusion protein, S-layer protein transport system		M00327  S-Layer protein transport system
K12535	rsaF	outer membrane protein, S-layer protein transport system		M00327  S-Layer protein transport system
K12536	hasD, prtD, aprD	ATP-binding cassette, subfamily C, bacterial exporter for protease/lipase	ko02010  ABC transporters	M00328  Hemophore/metalloprotease transport system
K12537	hasE, prtE	membrane fusion protein, protease secretion system		M00328  Hemophore/metalloprotease transport system
K12538	hasF, prtF	outer membrane protein, protease secretion system		M00328  Hemophore/metalloprotease transport system
K12539	prsD	ATP-binding cassette, subfamily C, bacterial PrsD	ko02010  ABC transporters	M00329  Multiple protein transport system
K12540	prsE	membrane fusion protein		M00329  Multiple protein transport system
K12541	lapB	ATP-binding cassette, subfamily C, bacterial LapB	ko02010  ABC transporters	M00330  Adhesin protein transport system
K12542	lapC	membrane fusion protein, adhesin transport system		M00330  Adhesin protein transport system
K12543	lapE	outer membrane protein, adhesin transport system		M00330  Adhesin protein transport system
K12544	rsaA	S-layer protein		
K12545	hasA	heme acquisition protein HasA		
K12547	plyA	polysaccharidase protein		
K12548	rap	autoaggregation protein RapA/B/C		
K12549	lapA	surface adhesion protein		
K12550	LPO	lactoperoxidase [EC:1.11.1.7]	ko04970  Salivary secretion	
K12551	sgtA	monofunctional glycosyltransferase [EC:2.4.1.129]	ko00550  Peptidoglycan biosynthesis	
K12552	pbpA	penicillin-binding protein 1 [EC:3.4.-.-]	ko00550  Peptidoglycan biosynthesis	
K12553	pbp3	penicillin-binding protein 3 [EC:3.4.-.-]	ko00550  Peptidoglycan biosynthesis	
K12554	murN	alanine adding enzyme [EC:2.3.2.-]	ko00550  Peptidoglycan biosynthesis	
K12555	pbp2A	penicillin-binding protein 2A [EC:2.4.1.129 3.4.16.4]	ko00550  Peptidoglycan biosynthesis	
K12556	pbp2X	penicillin-binding protein 2X	ko00550  Peptidoglycan biosynthesis	
K12557	MYBPC1	myosin-binding protein C, slow-type		
K12558	MYBPC2	myosin-binding protein C, fast-type		
K12559	MYO10	myosin X	ko04666  Fc gamma R-mediated phagocytosis	
K12560	FCGR2B, CD32	low affinity immunoglobulin gamma Fc receptor II-b	ko04145  Phagosome	
K12561	MARCKS	myristoylated alanine-rich C-kinase substrate	ko04666  Fc gamma R-mediated phagocytosis	
K12562	AMPH	amphiphysin	ko04144  Endocytosis	
K12563	SGCD	delta-sarcoglycan	ko05410  Hypertrophic cardiomyopathy (HCM)	
K12564	SGCG	gamma-sarcoglycan	ko05410  Hypertrophic cardiomyopathy (HCM)	
K12565	SGCA	alpha-sarcoglycan	ko05410  Hypertrophic cardiomyopathy (HCM)	
K12566	SGCB	beta-sarcoglycan	ko05410  Hypertrophic cardiomyopathy (HCM)	
K12567	TTN	titin [EC:2.7.11.1]	ko05410  Hypertrophic cardiomyopathy (HCM)	
K12568	MYBPC3	myosin-binding protein C, cardiac-type	ko05410  Hypertrophic cardiomyopathy (HCM)	
K12569	EMD	emerin	ko05410  Hypertrophic cardiomyopathy (HCM)	
K12571	PAN2	PAB-dependent poly(A)-specific ribonuclease subunit 2 [EC:3.1.13.4]	ko03018  RNA degradation	
K12572	PAN3	PAB-dependent poly(A)-specific ribonuclease subunit 3	ko03018  RNA degradation	
K12573	rnr, vacB	ribonuclease R [EC:3.1.-.-]	ko03018  RNA degradation	
K12574	rnj	ribonuclease J [EC:3.1.-.-]	ko03018  RNA degradation	
K12575	SLK19	kinetochore protein SLK19	ko04111  Cell cycle - yeast	
K12577	FOB1	DNA replication fork-blocking protein FOB1	ko04111  Cell cycle - yeast	
K12578	LCD1, ddc2	DNA damage checkpoint protein LCD1	ko04111  Cell cycle - yeast	
K12579	ISG20	interferon-stimulated gene 20 kDa protein [EC:3.1.13.1]		
K12580	CNOT3, NOT3	CCR4-NOT transcription complex subunit 3	ko03018  RNA degradation	
K12581	CNOT7_8, CAF1, POP2	CCR4-NOT transcription complex subunit 7/8	ko03018  RNA degradation	
K12582	wecF, rffT	dTDP-N-acetylfucosamine:lipid II N-acetylfucosaminyltransferase [EC:2.4.1.325]		
K12583	mgtA	phosphatidylinositol alpha 1,6-mannosyltransferase [EC:2.4.1.-]		
K12584	DCPS, DCS	m7GpppX diphosphatase [EC:3.6.1.59]	ko03018  RNA degradation	
K12585	DIS3, RRP44	exosome complex exonuclease DIS3/RRP44 [EC:3.1.13.-]	ko03018  RNA degradation	M00391  Exosome, eukaryotes
K12586	RRP43, EXOSC8, OIP2	exosome complex component RRP43	ko03018  RNA degradation	M00391  Exosome, eukaryotes
K12587	MTR3, EXOSC6	exosome complex component MTR3	ko03018  RNA degradation	M00391  Exosome, eukaryotes
K12589	RRP42, EXOSC7	exosome complex component RRP42	ko03018  RNA degradation	M00390  Exosome, archaea
K12590	RRP46, EXOSC5	exosome complex component RRP46	ko03018  RNA degradation	M00391  Exosome, eukaryotes
K12591	RRP6, EXOSC10	exosome complex exonuclease RRP6 [EC:3.1.13.-]	ko03018  RNA degradation	
K12592	C1D, LRP1	exosome complex protein LRP1	ko03018  RNA degradation	
K12593	MPHOSPH6, MPP6	M-phase phosphoprotein 6, animal type	ko03018  RNA degradation	
K12594	MPP6	M-phase phosphoprotein 6, fungi type	ko03018  RNA degradation	
K12595	SKI7	superkiller protein 7	ko03015  mRNA surveillance pathway	
K12596	TRF5	poly(A) RNA polymerase	ko03018  RNA degradation	M00393  TRAMP complex
K12597	AIR1_2	protein AIR1/2	ko03018  RNA degradation	M00393  TRAMP complex
K12598	MTR4, SKIV2L2	ATP-dependent RNA helicase DOB1 [EC:3.6.4.13]	ko03018  RNA degradation	M00393  TRAMP complex
K12599	SKI2, SKIV2L	antiviral helicase SKI2 [EC:3.6.4.-]	ko03018  RNA degradation	M00392  Ski complex
K12600	SKI3, TTC37	superkiller protein 3	ko03018  RNA degradation	M00392  Ski complex
K12601	SKI8	superkiller protein 8	ko03018  RNA degradation	M00392  Ski complex
K12602	WDR61, REC14, SKI8	WD repeat-containing protein 61	ko03018  RNA degradation	M00392  Ski complex
K12603	CNOT6, CCR4	CCR4-NOT transcription complex subunit 6 [EC:3.1.13.4]	ko03018  RNA degradation	
K12604	CNOT1, NOT1	CCR4-NOT transcription complex subunit 1	ko03018  RNA degradation	
K12605	CNOT2, NOT2	CCR4-NOT transcription complex subunit 2	ko03018  RNA degradation	
K12606	RCD1, CNOT9, CAF40	CCR4-NOT transcription complex subunit 9	ko03018  RNA degradation	
K12607	CNOT10	CCR4-NOT transcription complex subunit 10	ko03018  RNA degradation	
K12608	CAF16	CCR4-NOT complex subunit CAF16	ko03018  RNA degradation	
K12609	CAF120	CCR4-NOT transcriptional complex subunit CAF120	ko03018  RNA degradation	
K12610	DCP1A	mRNA-decapping enzyme 1A [EC:3.-.-.-]	ko03018  RNA degradation	M00395  Decapping complex
K12611	DCP1B	mRNA-decapping enzyme 1B [EC:3.-.-.-]	ko03018  RNA degradation	M00395  Decapping complex
K12612	DCP1	mRNA-decapping enzyme subunit 1	ko03018  RNA degradation	M00395  Decapping complex
K12613	DCP2	mRNA-decapping enzyme subunit 2 [EC:3.6.1.62]	ko03018  RNA degradation	M00395  Decapping complex
K12614	DDX6, RCK, DHH1	ATP-dependent RNA helicase DDX6/DHH1 [EC:3.6.4.13]	ko03018  RNA degradation	M00395  Decapping complex
K12615	EDC3	enhancer of mRNA-decapping protein 3	ko03018  RNA degradation	M00395  Decapping complex
K12616	EDC4	enhancer of mRNA-decapping protein 4	ko03018  RNA degradation	
K12617	PATL1, PAT1	DNA topoisomerase 2-associated protein PAT1	ko03018  RNA degradation	M00395  Decapping complex
K12618	XRN1, SEP1, KEM1	5'-3' exoribonuclease 1 [EC:3.1.13.-]	ko03008  Ribosome biogenesis in eukaryotes	
K12619	XRN2, RAT1	5'-3' exoribonuclease 2 [EC:3.1.13.-]	ko03008  Ribosome biogenesis in eukaryotes	
K12620	LSM1	U6 snRNA-associated Sm-like protein LSm1	ko03018  RNA degradation	M00397  Lsm 1-7 complex
K12621	LSM2	U6 snRNA-associated Sm-like protein LSm2	ko03018  RNA degradation	M00354  Spliceosome, U4/U6.U5 tri-snRNP
K12622	LSM3	U6 snRNA-associated Sm-like protein LSm3	ko03018  RNA degradation	M00354  Spliceosome, U4/U6.U5 tri-snRNP
K12623	LSM4	U6 snRNA-associated Sm-like protein LSm4	ko03018  RNA degradation	M00354  Spliceosome, U4/U6.U5 tri-snRNP
K12624	LSM5	U6 snRNA-associated Sm-like protein LSm5	ko03018  RNA degradation	M00354  Spliceosome, U4/U6.U5 tri-snRNP
K12625	LSM6	U6 snRNA-associated Sm-like protein LSm6	ko03018  RNA degradation	M00354  Spliceosome, U4/U6.U5 tri-snRNP
K12626	LSM7	U6 snRNA-associated Sm-like protein LSm7	ko03018  RNA degradation	M00354  Spliceosome, U4/U6.U5 tri-snRNP
K12627	LSM8	U6 snRNA-associated Sm-like protein LSm8	ko03018  RNA degradation	M00354  Spliceosome, U4/U6.U5 tri-snRNP
K12637	CYP90C1, ROT3	3-epi-6-deoxocathasterone 23-monooxygenase [EC:1.14.13.112]	ko00905  Brassinosteroid biosynthesis	M00371  Castasterone biosynthesis, campesterol => castasterone
K12638	CYP90D1	3-epi-6-deoxocathasterone 23-monooxygenase [EC:1.14.13.112]	ko00905  Brassinosteroid biosynthesis	M00371  Castasterone biosynthesis, campesterol => castasterone
K12639	CYP724B1, D11	cytochrome P450 family 724 subfamily B polypeptide 1 [EC:1.14.13.-]	ko00905  Brassinosteroid biosynthesis	M00371  Castasterone biosynthesis, campesterol => castasterone
K12640	CYP85A2, BR6OX2	brassinosteroid-6-oxidase 2 [EC:1.14.-.-]	ko00905  Brassinosteroid biosynthesis	M00371  Castasterone biosynthesis, campesterol => castasterone
K12641	LMNA	lamin A/C	ko04210  Apoptosis	
K12642	PKP2	plakophilin 2	ko05412  Arrhythmogenic right ventricular cardiomyopathy (ARVC)	
K12645	CYP170A	epi-isozizaene 5-monooxygenase / beta-farnesene synthase [EC:1.14.13.106 4.2.3.47]	ko00909  Sesquiterpenoid and triterpenoid biosynthesis	
K12646	DDX58, RIG-I	ATP-dependent RNA helicase DDX58 [EC:3.6.3.14]	ko04064  NF-kappa B signaling pathway	
K12647	IFIH1, MDA5	interferon-induced helicase C domain-containing protein 1 [EC:3.6.4.13]	ko04622  RIG-I-like receptor signaling pathway	
K12648	MAVS, IPS1	mitochondrial antiviral-signaling protein	ko04621  NOD-like receptor signaling pathway	
K12649	DHX58, LGP2	ATP-dependent RNA helicase DHX58 [EC:3.6.3.14]	ko04622  RIG-I-like receptor signaling pathway	
K12650	TANK	TRAF family member-associated NF-kappa-B activator	ko04621  NOD-like receptor signaling pathway	
K12651	AZI2	5-azacytidine-induced protein 2	ko04622  RIG-I-like receptor signaling pathway	
K12652	TBKBP1	TANK-binding kinase 1-binding protein	ko04622  RIG-I-like receptor signaling pathway	
K12653	NLRX1	NLR family member X1	ko04621  NOD-like receptor signaling pathway	
K12654	TMEM173, MITA	transmembrane protein 173	ko04621  NOD-like receptor signaling pathway	
K12655	OTUD5, DUBA	OTU domain-containing protein 5 [EC:3.4.19.12]	ko04622  RIG-I-like receptor signaling pathway	
K12656	SIKE	suppressor of IKK-epsilon	ko04622  RIG-I-like receptor signaling pathway	
K12657	ALDH18A1, P5CS	delta-1-pyrroline-5-carboxylate synthetase [EC:2.7.2.11 1.2.1.41]	ko00330  Arginine and proline metabolism	M00015  Proline biosynthesis, glutamate => proline
K12658	lhpA	4-hydroxyproline epimerase [EC:5.1.1.8]	ko00330  Arginine and proline metabolism	
K12659	ARG56	N-acetyl-gamma-glutamyl-phosphate reductase / acetylglutamate kinase [EC:1.2.1.38 2.7.2.8]	ko00220  Arginine biosynthesis	M00028  Ornithine biosynthesis, glutamate => ornithine
K12660	rhmA	2-dehydro-3-deoxy-L-rhamnonate aldolase [EC:4.1.2.53]	ko00051  Fructose and mannose metabolism	
K12661	LRA3, yfaW	L-rhamnonate dehydratase [EC:4.2.1.90]	ko00051  Fructose and mannose metabolism	
K12662	PRPF4, PRP4	U4/U6 small nuclear ribonucleoprotein PRP4	ko03040  Spliceosome	M00354  Spliceosome, U4/U6.U5 tri-snRNP
K12663	ECH1	Delta(3,5)-Delta(2,4)-dienoyl-CoA isomerase [EC:5.3.3.-]	ko04146  Peroxisome	
K12664	CYP26B	cytochrome P450 family 26 subfamily B	ko00830  Retinol metabolism	
K12665	CYP26C	cytochrome P450 family 26 subfamily C	ko00830  Retinol metabolism	
K12666	OST1, RPN1	oligosaccharyltransferase complex subunit alpha (ribophorin I)	ko00510  N-Glycan biosynthesis	M00072  N-glycosylation by oligosaccharyltransferase
K12667	SWP1, RPN2	oligosaccharyltransferase complex subunit delta (ribophorin II)	ko00510  N-Glycan biosynthesis	M00072  N-glycosylation by oligosaccharyltransferase
K12668	OST2, DAD1	oligosaccharyltransferase complex subunit epsilon	ko00510  N-Glycan biosynthesis	M00072  N-glycosylation by oligosaccharyltransferase
K12669	OST3, OST6	oligosaccharyltransferase complex subunit gamma	ko00510  N-Glycan biosynthesis	M00072  N-glycosylation by oligosaccharyltransferase
K12670	WBP1	oligosaccharyltransferase complex subunit beta	ko00510  N-Glycan biosynthesis	M00072  N-glycosylation by oligosaccharyltransferase
K12673	ceaS	N2-(2-carboxyethyl)arginine synthase [EC:2.5.1.66]	ko00331  Clavulanic acid biosynthesis	M00674  Clavaminate biosynthesis, arginine + glyceraldehyde-3P => clavaminate
K12675	cs	clavaminate synthase [EC:1.14.11.21]	ko00331  Clavulanic acid biosynthesis	M00674  Clavaminate biosynthesis, arginine + glyceraldehyde-3P => clavaminate
K12676	pah	proclavaminate amidinohydrolase [EC:3.5.3.22]	ko00331  Clavulanic acid biosynthesis	M00674  Clavaminate biosynthesis, arginine + glyceraldehyde-3P => clavaminate
K12678	aidA-I, misL	autotransporter family porin		
K12679	icsA, virG	outer membrane protein IcsA	ko05131  Shigellosis	
K12681	prn	pertactin	ko05133  Pertussis	
K12682	tcfA	tracheal colonization factor		
K12683	brkA	serum resistance protein	ko05133  Pertussis	
K12684	esp, sigA, sepA	serine protease autotransporter [EC:3.4.21.-]		
K12685	ssp	subtilase-type serine protease [EC:3.4.21.-]		
K12686	apeE, estA, lip-1	outer membrane lipase/esterase		
K12687	flu	antigen 43	ko02026  Biofilm formation - Escherichia coli	
K12688	sphB1, nalP, ausP	autotransporter serine protease [EC:3.4.21.-]	ko05133  Pertussis	
K12689	capA	campylobacter adhesion protein		
K12690	hsf	adhesin Hsf		
K12700	rihC	non-specific riboncleoside hydrolase [EC:3.2.-.-]		
K12732	ARO10	phenylpyruvate decarboxylase [EC:4.1.1.-]	ko00360  Phenylalanine metabolism	
K12733	PPIL1	peptidyl-prolyl cis-trans isomerase-like 1 [EC:5.2.1.8]	ko03040  Spliceosome	M00355  Spliceosome, 35S U5-snRNP
K12734	PPIL3	peptidyl-prolyl cis-trans isomerase-like 3 [EC:5.2.1.8]		
K12735	PPIL4	peptidyl-prolyl cis-trans isomerase-like 4 [EC:5.2.1.8]		
K12736	PPWD1	peptidylprolyl isomerase domain and WD repeat-containing protein 1 [EC:5.2.1.8]		
K12737	SDCCAG10	peptidyl-prolyl cis-trans isomerase SDCCAG10 [EC:5.2.1.8]		
K12738	PPIAL4	peptidylprolyl cis-trans isomerase A-like 4 [EC:5.2.1.8]		
K12739	PPIL6	peptidyl-prolyl cis-trans isomerase-like 6 [EC:5.2.1.8]		
K12740	NKTR	NK-tumor recognition protein		
K12741	HNRNPA1_3	heterogeneous nuclear ribonucleoprotein A1/A3	ko03040  Spliceosome	
K12743	PCBAB	N-(5-amino-5-carboxypentanoyl)-L-cysteinyl-D-valine synthase [EC:6.3.2.26]	ko00311  Penicillin and cephalosporin biosynthesis	M00672  Penicillin biosynthesis, aminoadipate + cycteine + valine => penicillin
K12749	MYL3	myosin light chain 3	ko04260  Cardiac muscle contraction	
K12750	MYL4	myosin light chain 4	ko04260  Cardiac muscle contraction	
K12751	MYL6	myosin light chain 6	ko04270  Vascular smooth muscle contraction	
K12753	MYL5	myosin regulatory light chain 5	ko04510  Focal adhesion	
K12754	MYL7	myosin regulatory light chain 7	ko04510  Focal adhesion	
K12755	MYL9	myosin regulatory light chain 9	ko04022  cGMP-PKG signaling pathway	
K12756	MYL10	myosin regulatory light chain 10	ko04510  Focal adhesion	
K12757	MYL12	myosin regulatory light chain 12	ko04510  Focal adhesion	
K12758	MYLPF	fast skeletal myosin light chain 2	ko04510  Focal adhesion	
K12761	SNF1	carbon catabolite-derepressing protein kinase [EC:2.7.11.1]	ko04113  Meiosis - yeast	
K12762	GPR1	G protein-coupled receptor GPR1	ko04113  Meiosis - yeast	
K12763	EFG1, SOK2	enhanced filamentous growth protein 1	ko04113  Meiosis - yeast	
K12765	IME2	meiosis induction protein kinase IME2/SME1 [EC:2.7.11.1]	ko04113  Meiosis - yeast	
K12766	MDS1, RIM11	serine/threonine-protein kinase MDS1/RIM11 [EC:2.7.11.1]	ko04113  Meiosis - yeast	
K12767	RIM15	serine/threonine-protein kinase RIM15 [EC:2.7.11.1]	ko04113  Meiosis - yeast	
K12768	ZIP1	synaptonemal complex protein ZIP1	ko04113  Meiosis - yeast	
K12769	NDT80	meiosis-specific transcription factor NDT80	ko04113  Meiosis - yeast	
K12770	GIP1	GLC7-interacting protein 1	ko04113  Meiosis - yeast	
K12771	SPS1	sporulation-specific protein 1 [EC:2.7.11.1]	ko04113  Meiosis - yeast	
K12772	SPS4	sporulation-specific protein 4	ko04113  Meiosis - yeast	
K12773	SPR3	sporulation-regulated protein 3	ko04113  Meiosis - yeast	
K12774	MAM1	monopolin complex subunit MAM1	ko04113  Meiosis - yeast	
K12775	LRS4	monopolin complex subunit LRS4	ko04113  Meiosis - yeast	
K12776	MEK1	meiosis-specific serine/threonine-protein kinase MEK1 [EC:2.7.11.1]	ko04113  Meiosis - yeast	
K12777	RED1	protein RED1	ko04113  Meiosis - yeast	
K12778	HOP1	meiosis-specific protein HOP1	ko04113  Meiosis - yeast	
K12779	SUM1	suppressor of MAR1-1 protein	ko04113  Meiosis - yeast	
K12780	REC8	meiotic recombination protein REC8, fungi type	ko04113  Meiosis - yeast	
K12782	AMA1	meiosis-specific APC/C activator protein AMA1	ko04113  Meiosis - yeast	
K12783	SSP1	sporulation-specific protein 1	ko04113  Meiosis - yeast	
K12784	tir	translocated intimin receptor	ko05130  Pathogenic Escherichia coli infection	M00542  EHEC/EPEC pathogenicity signature, T3SS and effectors
K12785	espG, virA	LEE-encoded effector EspG	ko05100  Bacterial invasion of epithelial cells	M00542  EHEC/EPEC pathogenicity signature, T3SS and effectors
K12786	espF	LEE-encoded effector EspF	ko05130  Pathogenic Escherichia coli infection	M00542  EHEC/EPEC pathogenicity signature, T3SS and effectors
K12788	espH	LEE-encoded effector EspH	ko05130  Pathogenic Escherichia coli infection	M00542  EHEC/EPEC pathogenicity signature, T3SS and effectors
K12790	eae	intimin	ko05130  Pathogenic Escherichia coli infection	
K12791	ARHGEF2, GEF-H1	Rho guanine nucleotide exchange factor 2	ko04530  Tight junction	
K12792	TRIP6	thyroid receptor-interacting protein 6	ko04621  NOD-like receptor signaling pathway	
K12793	MAP3K7IP3, TAB3	TAK1-binding protein 3	ko04064  NF-kappa B signaling pathway	
K12794	CARD9	caspase recruitment domain-containing protein 9	ko04621  NOD-like receptor signaling pathway	
K12795	SUGT1, SGT1	suppressor of G2 allele of SKP1	ko04621  NOD-like receptor signaling pathway	
K12796	ERBB2IP, ERBIN	erbb2-interacting protein	ko04621  NOD-like receptor signaling pathway	
K12797	CARD6	caspase recruitment domain-containing protein 6	ko04621  NOD-like receptor signaling pathway	
K12798	NLRP1, CARD7	NACHT, LRR and PYD domains-containing protein 1	ko04621  NOD-like receptor signaling pathway	
K12799	PYCARD, ASC	apoptosis-associated speck-like protein containing a CARD	ko04217  Necroptosis	
K12800	NLRP3, PYPAF1	NACHT, LRR and PYD domains-containing protein 3	ko04217  Necroptosis	
K12801	CARD8, CARDINAL	caspase recruitment domain-containing protein 8	ko04621  NOD-like receptor signaling pathway	
K12802	PYDC1	pyrin domain-containing protein 1	ko04621  NOD-like receptor signaling pathway	
K12803	MEFV	pyrin	ko04621  NOD-like receptor signaling pathway	
K12804	PSTPIP1	proline-serine-threonine phosphatase interacting protein 1	ko04621  NOD-like receptor signaling pathway	
K12805	NLRC4, CARD12	NLR family CARD domain-containing protein 4	ko04621  NOD-like receptor signaling pathway	
K12806	CARD16_17_18	caspase recruitment domain-containing protein 16/17/18	ko04621  NOD-like receptor signaling pathway	
K12807	NAIP, BIRC1	baculoviral IAP repeat-containing protein 1	ko04621  NOD-like receptor signaling pathway	
